Date,Close/Last,Volume,Open,High,Low
01/23/2020,25.365,71794280,25.0825,25.3975,24.7425
01/22/2020,25.1325,68074280,25.3075,25.5725,25.045
01/21/2020,24.9625,69441040,24.7575,25.1275,24.74
01/17/2020,24.975,72201280,24.9275,25.0343,24.565
01/16/2020,24.6075,60550280,24.2775,24.6225,24.1325
01/15/2020,23.94,66501440,23.945,24.2825,23.705
01/14/2020,23.925,73359480,24.145,24.2875,23.805
01/13/2020,24.2075,58643320,23.6825,24.22,23.5775
01/10/2020,23.39,68877920,23.8475,23.8675,23.2825
01/09/2020,23.5825,73190880,23.5575,23.715,23.18
01/08/2020,23.0025,80125320,22.49,23.32,22.3825
01/07/2020,22.485,57530120,22.535,22.695,22.29
01/06/2020,22.5125,64387120,21.5675,22.52,21.4876
01/03/2020,22.0925,72660120,21.8225,22.5,21.81
01/02/2020,22.71,65716960,22.1775,22.71,22.055
12/31/2019,21.6375,42212960,21.325,21.69,21.2151
12/30/2019,21.515,56569360,21.9325,21.965,21.2
12/27/2019,21.9525,49935040,22.2525,22.265,21.7875
12/26/2019,22.0175,32387676,21.5575,22.0275,21.5562
12/24/2019,21.46,19949364,21.4875,21.5175,21.3125
12/23/2019,21.44,36277508,21.505,21.5452,21.3925
12/20/2019,21.2825,49841200,21.3075,21.38,21.15
12/19/2019,21.0325,41775400,20.665,21.045,20.665
12/18/2019,20.6125,35854924,20.6612,20.82,20.585
12/17/2019,20.565,42341800,20.6425,20.6975,20.5
12/16/2019,20.5375,49953600,20.355,20.6425,20.34
12/13/2019,19.965,80533880,19.74,20.18,19.615
12/12/2019,19.7875,92019200,19.2825,20,19.205
12/11/2019,19.345,45683680,19.17,19.4075,19.09
12/10/2019,19.0575,56193120,19.1125,19.32,18.92
12/09/2019,19.1,39121744,19.2725,19.5325,19.0788
12/06/2019,19.3375,46513680,19.17,19.405,19.135
12/05/2019,18.7575,44854320,18.855,18.8575,18.4937
12/04/2019,18.66,44111360,18.6725,18.7937,18.585
12/03/2019,18.3875,78571080,18.075,18.4075,17.7775
12/02/2019,18.81,76344440,19.435,19.4475,18.5075
11/29/2019,19.435,26898052,19.5525,19.6425,19.4
11/27/2019,19.6975,41282280,19.445,19.705,19.38
11/26/2019,19.3075,42031560,19.2275,19.3787,19.15
11/25/2019,19.1925,40420640,18.78,19.205,18.775
11/22/2019,18.55,41834160,18.64,18.6775,18.2425
11/21/2019,18.5,45329680,18.58,18.6125,18.3375
11/20/2019,18.645,75613600,18.8375,19.0075,18.205
11/19/2019,18.9775,56209240,19.1175,19.1175,18.7725
11/18/2019,18.9,48495560,18.7775,18.995,18.545
11/15/2019,18.8025,45323680,18.7775,18.835,18.615
11/14/2019,18.455,54000160,18.2975,18.4925,18.1275
11/13/2019,18.46,56370240,18.3075,18.5575,18.265
11/12/2019,18.4875,64345840,18.38,18.68,18.3
11/11/2019,18.3375,38136188,18.1425,18.365,18.062
11/08/2019,18.415,40818720,18.0925,18.4225,17.9575
11/07/2019,18.2,62859480,18.3025,18.55,18.0425
11/06/2019,18.0175,57664720,18.0875,18.0957,17.7625
11/05/2019,18.1325,51615000,18.1925,18.245,17.9725
11/04/2019,18.11,49963360,18.1525,18.2425,18.03
11/01/2019,17.7925,57526400,17.5525,17.7975,17.4713
10/31/2019,17.3225,61648120,17.4425,17.48,17.0275
10/30/2019,17.31,59492320,17.16,17.395,16.8675
10/29/2019,17.07,53514160,17.3875,17.4625,17.0575
10/28/2019,17.4725,55797840,17.215,17.5425,17.215
10/25/2019,16.955,64588720,16.3225,16.9975,16.3125
10/24/2019,16.5775,62307680,16.4675,16.6088,16.2413
10/23/2019,16.115,49350880,15.9275,16.1271,15.85
10/22/2019,16.04,63318600,16.59,16.6825,16.0189
10/21/2019,16.42,47338320,16.2572,16.455,16.1075
10/18/2019,15.9975,77286120,16.405,16.5075,15.7475
10/17/2019,16.47,61108640,16.64,16.715,16.285
10/16/2019,16.3575,59319560,16.3053,16.4775,16.1975
